retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
-23.0,-12.0,-28.0,-32.0,12.0,1,2021-01-15,Newport News
-23.0,-11.0,-39.0,-14.0,6.0,1,2021-01-16,Newport News
-20.0,-12.0,-43.0,-14.0,5.0,1,2021-01-17,Newport News
-18.0,-12.0,-48.0,-52.0,16.0,1,2021-01-18,Newport News
-25.0,-13.0,-30.0,-32.0,11.0,1,2021-01-19,Newport News
-27.0,-17.0,-32.0,-33.0,12.0,1,2021-01-20,Newport News
-26.0,-16.0,-34.0,-34.0,12.0,1,2021-01-21,Newport News
-24.0,-9.0,-29.0,-28.0,11.0,1,2021-01-22,Newport News
-23.0,-12.0,-38.0,-10.0,6.0,1,2021-01-23,Newport News
-25.0,-16.0,-40.0,-11.0,6.0,1,2021-01-24,Newport News
-29.0,-19.0,-31.0,-30.0,12.0,1,2021-01-25,Newport News
-23.0,-16.0,-35.0,-31.0,12.0,1,2021-01-26,Newport News
-22.0,-12.0,-33.0,-31.0,11.0,1,2021-01-27,Newport News
-30.0,-24.0,-43.0,-38.0,15.0,1,2021-01-28,Newport News
-22.0,-15.0,-36.0,-30.0,12.0,1,2021-01-29,Newport News
-19.0,-7.0,-38.0,-11.0,5.0,1,2021-01-30,Newport News
-40.0,-30.0,-50.0,-20.0,9.0,1,2021-01-31,Newport News
-25.0,-11.0,-33.0,-30.0,11.0,1,2021-02-01,Newport News
-24.0,-14.0,-39.0,-32.0,12.0,1,2021-02-02,Newport News
-20.0,-11.0,-30.0,-30.0,10.0,1,2021-02-03,Newport News
-21.0,-13.0,-28.0,-31.0,11.0,1,2021-02-04,Newport News
-23.0,-12.0,-39.0,-28.0,12.0,1,2021-02-05,Newport News
-18.0,-7.0,-37.0,-8.0,5.0,1,2021-02-06,Newport News
-30.0,-14.0,-50.0,-15.0,6.0,1,2021-02-07,Newport News
-27.0,-14.0,-29.0,-31.0,10.0,1,2021-02-08,Newport News
-25.0,-16.0,-34.0,-31.0,11.0,1,2021-02-09,Newport News
-21.0,-13.0,-32.0,-30.0,10.0,1,2021-02-10,Newport News
-24.0,-17.0,-36.0,-33.0,12.0,1,2021-02-11,Newport News
-26.0,-14.0,-37.0,-33.0,14.0,1,2021-02-12,Newport News
-24.0,-13.0,-49.0,-14.0,8.0,1,2021-02-13,Newport News
-14.0,-12.0,-48.0,-13.0,6.0,1,2021-02-14,Newport News
-18.0,-13.0,-31.0,-46.0,14.0,1,2021-02-15,Newport News
-21.0,-10.0,-31.0,-31.0,10.0,1,2021-02-16,Newport News
-23.0,-13.0,-32.0,-31.0,10.0,1,2021-02-17,Newport News
-32.0,-25.0,-39.0,-36.0,15.0,1,2021-02-18,Newport News
-26.0,-15.0,-36.0,-29.0,13.0,1,2021-02-19,Newport News
-18.0,-11.0,-39.0,-12.0,5.0,1,2021-02-20,Newport News
-18.0,-13.0,-39.0,-12.0,5.0,1,2021-02-21,Newport News
-28.0,-17.0,-28.0,-30.0,10.0,1,2021-02-22,Newport News
-19.0,-11.0,-26.0,-30.0,9.0,1,2021-02-23,Newport News
-16.0,-8.0,-24.0,-31.0,8.0,1,2021-02-24,Newport News
-19.0,-14.0,-19.0,-31.0,9.0,1,2021-02-25,Newport News
-20.0,-11.0,-27.0,-27.0,10.0,1,2021-02-26,Newport News
-16.0,-10.0,-36.0,-12.0,5.0,1,2021-02-27,Newport News
-15.0,-12.0,-33.0,-12.0,4.0,1,2021-02-28,Newport News
-20.0,-10.0,-20.0,-29.0,9.0,1,2021-03-01,Newport News
-16.0,-9.0,-22.0,-30.0,9.0,1,2021-03-02,Newport News
-13.0,-7.0,-18.0,-30.0,8.0,1,2021-03-03,Newport News
-16.0,-11.0,-23.0,-31.0,9.0,1,2021-03-04,Newport News
-16.0,-9.0,-26.0,-27.0,9.0,1,2021-03-05,Newport News
-14.0,-8.0,-32.0,-9.0,3.0,1,2021-03-06,Newport News
-12.0,-7.0,-30.0,-11.0,3.0,1,2021-03-07,Newport News
-20.0,-10.0,-21.0,-29.0,8.0,1,2021-03-08,Newport News
-16.0,-10.0,-19.0,-30.0,8.0,1,2021-03-09,Newport News
-14.0,-9.0,-15.0,-31.0,8.0,1,2021-03-10,Newport News
-14.0,-10.0,-14.0,-31.0,8.0,1,2021-03-11,Newport News
-12.0,-7.0,-16.0,-26.0,7.0,1,2021-03-12,Newport News
-9.0,-4.0,-27.0,-10.0,2.0,1,2021-03-13,Newport News
-5.0,-4.0,-23.0,-11.0,2.0,1,2021-03-14,Newport News
-12.0,-7.0,-12.0,-28.0,8.0,1,2021-03-15,Newport News
-13.0,-10.0,-27.0,-30.0,10.0,1,2021-03-16,Newport News
-9.0,-5.0,-21.0,-30.0,8.0,1,2021-03-17,Newport News
-17.0,-14.0,-19.0,-31.0,10.0,1,2021-03-18,Newport News
-16.0,-10.0,-25.0,-28.0,10.0,1,2021-03-19,Newport News
-8.0,-5.0,-28.0,-11.0,2.0,1,2021-03-20,Newport News
-3.0,-5.0,-34.0,-10.0,2.0,1,2021-03-21,Newport News
-12.0,-5.0,-7.0,-28.0,6.0,1,2021-03-22,Newport News
-12.0,-9.0,-18.0,-29.0,7.0,1,2021-03-23,Newport News
-14.0,-13.0,-20.0,-31.0,9.0,1,2021-03-24,Newport News
-10.0,-8.0,-16.0,-29.0,7.0,1,2021-03-25,Newport News
-9.0,-4.0,-18.0,-26.0,6.0,1,2021-03-26,Newport News
-10.0,-6.0,-27.0,-9.0,1.0,1,2021-03-27,Newport News
-8.0,-7.0,-35.0,-10.0,3.0,1,2021-03-28,Newport News
-11.0,-4.0,-19.0,-27.0,6.0,1,2021-03-29,Newport News
-8.0,-4.0,-18.0,-29.0,7.0,1,2021-03-30,Newport News
-9.0,-5.0,-15.0,-31.0,8.0,1,2021-03-31,Newport News
-7.0,-2.0,-15.0,-30.0,8.0,1,2021-04-01,Newport News
-7.0,3.0,-21.0,-31.0,8.0,1,2021-04-02,Newport News
-7.0,7.0,-29.0,-14.0,1.0,1,2021-04-03,Newport News
-27.0,-10.0,-27.0,-21.0,1.0,1,2021-04-04,Newport News
-6.0,0.0,-15.0,-37.0,6.0,1,2021-04-05,Newport News
-6.0,-4.0,-17.0,-35.0,7.0,1,2021-04-06,Newport News
-4.0,-1.0,-11.0,-36.0,6.0,1,2021-04-07,Newport News
-8.0,-8.0,-12.0,-36.0,7.0,1,2021-04-08,Newport News
-17.0,-9.0,-26.0,-32.0,8.0,1,2021-04-09,Newport News
-9.0,-4.0,-20.0,-15.0,0.0,1,2021-04-10,Newport News
-5.0,-2.0,-21.0,-12.0,1.0,1,2021-04-11,Newport News
-12.0,-4.0,-15.0,-28.0,6.0,1,2021-04-12,Newport News
-9.0,-6.0,-17.0,-29.0,6.0,1,2021-04-13,Newport News
-9.0,-4.0,-20.0,-31.0,7.0,1,2021-04-14,Newport News
-12.0,-8.0,-22.0,-30.0,8.0,1,2021-04-15,Newport News
-11.0,-2.0,-20.0,-26.0,6.0,1,2021-04-16,Newport News
-10.0,-2.0,-26.0,-14.0,1.0,1,2021-04-17,Newport News
-6.0,-1.0,-28.0,-13.0,1.0,1,2021-04-18,Newport News
-16.0,-7.0,-24.0,-28.0,8.0,1,2021-04-19,Newport News
-8.0,-2.0,-16.0,-29.0,6.0,1,2021-04-20,Newport News
-12.0,-5.0,-22.0,-32.0,8.0,1,2021-04-21,Newport News
-12.0,-6.0,-22.0,-29.0,7.0,1,2021-04-22,Newport News
-13.0,-4.0,-24.0,-25.0,6.0,1,2021-04-23,Newport News
-14.0,-5.0,-35.0,-14.0,3.0,1,2021-04-24,Newport News
-9.0,-6.0,-33.0,-15.0,2.0,1,2021-04-25,Newport News
-12.0,-1.0,-20.0,-27.0,6.0,1,2021-04-26,Newport News
-8.0,-2.0,-25.0,-29.0,6.0,1,2021-04-27,Newport News
-8.0,-1.0,-25.0,-31.0,6.0,1,2021-04-28,Newport News
-11.0,-4.0,-27.0,-31.0,6.0,1,2021-04-29,Newport News
-10.0,0.0,-23.0,-26.0,5.0,1,2021-04-30,Newport News
-11.0,1.0,-22.0,-13.0,0.0,1,2021-05-01,Newport News
-6.0,0.0,-20.0,-13.0,0.0,1,2021-05-02,Newport News
-11.0,1.0,-19.0,-29.0,7.0,1,2021-05-03,Newport News
-8.0,3.0,-26.0,-29.0,6.0,1,2021-05-04,Newport News
-5.0,1.0,-21.0,-30.0,6.0,1,2021-05-05,Newport News
-9.0,-3.0,-22.0,-30.0,6.0,1,2021-05-06,Newport News
-12.0,0.0,-28.0,-27.0,6.0,1,2021-05-07,Newport News
-5.0,8.0,-25.0,-15.0,-1.0,1,2021-05-08,Newport News
-1.0,5.0,-27.0,-16.0,-2.0,1,2021-05-09,Newport News
-19.0,-7.0,-26.0,-29.0,7.0,1,2021-05-10,Newport News
-12.0,13.0,-24.0,-28.0,5.0,1,2021-05-11,Newport News
-18.0,2.0,-27.0,-34.0,8.0,1,2021-05-12,Newport News
-13.0,-7.0,-23.0,-32.0,7.0,1,2021-05-13,Newport News
-14.0,-2.0,-25.0,-28.0,6.0,1,2021-05-14,Newport News
-12.0,-2.0,-29.0,-14.0,0.0,1,2021-05-15,Newport News
-8.0,-2.0,-31.0,-13.0,1.0,1,2021-05-16,Newport News
-12.0,0.0,-22.0,-29.0,6.0,1,2021-05-17,Newport News
-9.0,-1.0,-23.0,-29.0,6.0,1,2021-05-18,Newport News
-9.0,-1.0,-22.0,-32.0,6.0,1,2021-05-19,Newport News
-11.0,-5.0,-30.0,-30.0,6.0,1,2021-05-20,Newport News
-11.0,-1.0,-26.0,-27.0,5.0,1,2021-05-21,Newport News
-13.0,-2.0,-38.0,-15.0,0.0,1,2021-05-22,Newport News
-9.0,-1.0,-33.0,-14.0,0.0,1,2021-05-23,Newport News
-13.0,-3.0,-33.0,-29.0,6.0,1,2021-05-24,Newport News
-9.0,-1.0,-29.0,-30.0,6.0,1,2021-05-25,Newport News
-8.0,0.0,-32.0,-32.0,6.0,1,2021-05-26,Newport News
-8.0,0.0,-33.0,-32.0,5.0,1,2021-05-27,Newport News
-9.0,2.0,-33.0,-33.0,6.0,1,2021-05-28,Newport News
-16.0,-7.0,-47.0,-20.0,4.0,1,2021-05-29,Newport News
-9.0,-6.0,-46.0,-17.0,3.0,1,2021-05-30,Newport News
-14.0,-3.0,-48.0,-72.0,14.0,1,2021-05-31,Newport News
-9.0,2.0,-27.0,-31.0,6.0,1,2021-06-01,Newport News
-10.0,-2.0,-28.0,-31.0,7.0,1,2021-06-02,Newport News
-17.0,-8.0,-33.0,-31.0,9.0,1,2021-06-03,Newport News
-13.0,-2.0,-30.0,-25.0,7.0,1,2021-06-04,Newport News
-11.0,2.0,-27.0,-13.0,0.0,1,2021-06-05,Newport News
-7.0,0.0,-35.0,-10.0,0.0,1,2021-06-06,Newport News
-8.0,5.0,-22.0,-28.0,5.0,1,2021-06-07,Newport News
-5.0,5.0,-23.0,-29.0,6.0,1,2021-06-08,Newport News
-10.0,-3.0,-27.0,-31.0,7.0,1,2021-06-09,Newport News
-8.0,-3.0,-26.0,-31.0,7.0,1,2021-06-10,Newport News
-11.0,-1.0,-28.0,-28.0,7.0,1,2021-06-11,Newport News
-11.0,1.0,-35.0,-13.0,2.0,1,2021-06-12,Newport News
-4.0,3.0,-28.0,-11.0,0.0,1,2021-06-13,Newport News
-7.0,3.0,-20.0,-28.0,5.0,1,2021-06-14,Newport News
-4.0,2.0,-23.0,-28.0,5.0,1,2021-06-15,Newport News
-3.0,5.0,-28.0,-31.0,5.0,1,2021-06-16,Newport News
-4.0,4.0,-25.0,-32.0,5.0,1,2021-06-17,Newport News
-6.0,7.0,-28.0,-36.0,6.0,1,2021-06-18,Newport News
-12.0,4.0,-36.0,-16.0,-1.0,1,2021-06-19,Newport News
-5.0,1.0,-32.0,-13.0,-1.0,1,2021-06-20,Newport News
-11.0,1.0,-24.0,-34.0,6.0,1,2021-06-21,Newport News
-12.0,-6.0,-28.0,-34.0,8.0,1,2021-06-22,Newport News
-6.0,1.0,-27.0,-33.0,5.0,1,2021-06-23,Newport News
-7.0,-4.0,-31.0,-35.0,5.0,1,2021-06-24,Newport News
-11.0,-2.0,-28.0,-32.0,6.0,1,2021-06-25,Newport News
-14.0,-6.0,-37.0,-14.0,2.0,1,2021-06-26,Newport News
-8.0,-2.0,-30.0,-11.0,0.0,1,2021-06-27,Newport News
-8.0,-1.0,-19.0,-33.0,3.0,1,2021-06-28,Newport News
-8.0,-3.0,-27.0,-36.0,4.0,1,2021-06-29,Newport News
-5.0,3.0,-28.0,-34.0,5.0,1,2021-06-30,Newport News
-5.0,3.0,-26.0,-37.0,5.0,1,2021-07-01,Newport News
-11.0,2.0,-35.0,-40.0,10.0,1,2021-07-02,Newport News
-12.0,6.0,-32.0,-18.0,-1.0,1,2021-07-03,Newport News
-21.0,1.0,-34.0,-19.0,-3.0,1,2021-07-04,Newport News
-8.0,1.0,-47.0,-68.0,14.0,1,2021-07-05,Newport News
-7.0,2.0,-27.0,-34.0,6.0,1,2021-07-06,Newport News
-9.0,2.0,-25.0,-35.0,5.0,1,2021-07-07,Newport News
-18.0,-9.0,-35.0,-37.0,10.0,1,2021-07-08,Newport News
-13.0,1.0,-31.0,-33.0,6.0,1,2021-07-09,Newport News
-13.0,0.0,-27.0,-12.0,0.0,1,2021-07-10,Newport News
-10.0,-3.0,-34.0,-12.0,1.0,1,2021-07-11,Newport News
-9.0,6.0,-24.0,-33.0,5.0,1,2021-07-12,Newport News
-5.0,4.0,-30.0,-33.0,5.0,1,2021-07-13,Newport News
-7.0,3.0,-28.0,-34.0,5.0,1,2021-07-14,Newport News
-3.0,2.0,-31.0,-35.0,5.0,1,2021-07-15,Newport News
-10.0,4.0,-30.0,-32.0,5.0,1,2021-07-16,Newport News
-12.0,0.0,-37.0,-15.0,0.0,1,2021-07-17,Newport News
-6.0,1.0,-31.0,-12.0,1.0,1,2021-07-18,Newport News
-8.0,3.0,-26.0,-33.0,6.0,1,2021-07-19,Newport News
-6.0,3.0,-27.0,-33.0,6.0,1,2021-07-20,Newport News
-9.0,1.0,-30.0,-33.0,5.0,1,2021-07-21,Newport News
-6.0,1.0,-29.0,-34.0,5.0,1,2021-07-22,Newport News
-10.0,2.0,-31.0,-32.0,5.0,1,2021-07-23,Newport News
-13.0,-2.0,-37.0,-13.0,-1.0,1,2021-07-24,Newport News
-8.0,0.0,-34.0,-10.0,0.0,1,2021-07-25,Newport News
-14.0,-1.0,-32.0,-31.0,6.0,1,2021-07-26,Newport News
-5.0,3.0,-32.0,-32.0,5.0,1,2021-07-27,Newport News
-11.0,-3.0,-34.0,-32.0,6.0,1,2021-07-28,Newport News
-6.0,-2.0,-31.0,-34.0,6.0,1,2021-07-29,Newport News
-10.0,4.0,-31.0,-31.0,5.0,1,2021-07-30,Newport News
-11.0,2.0,-37.0,-13.0,0.0,1,2021-07-31,Newport News
-13.0,-6.0,-38.0,-12.0,3.0,1,2021-08-01,Newport News
-7.0,5.0,-27.0,-32.0,5.0,1,2021-08-02,Newport News
-5.0,2.0,-30.0,-33.0,6.0,1,2021-08-03,Newport News
-12.0,-6.0,-36.0,-34.0,9.0,1,2021-08-04,Newport News
-7.0,1.0,-26.0,-34.0,6.0,1,2021-08-05,Newport News
-9.0,2.0,-30.0,-32.0,5.0,1,2021-08-06,Newport News
-17.0,-8.0,-47.0,-14.0,4.0,1,2021-08-07,Newport News
-8.0,0.0,-34.0,-11.0,0.0,1,2021-08-08,Newport News
-10.0,4.0,-27.0,-33.0,6.0,1,2021-08-09,Newport News
-6.0,1.0,-24.0,-35.0,6.0,1,2021-08-10,Newport News
-9.0,1.0,-29.0,-35.0,6.0,1,2021-08-11,Newport News
-8.0,-2.0,-34.0,-36.0,6.0,1,2021-08-12,Newport News
-11.0,-1.0,-32.0,-33.0,6.0,1,2021-08-13,Newport News
-16.0,-8.0,-40.0,-16.0,2.0,1,2021-08-14,Newport News
-6.0,-2.0,-32.0,-13.0,2.0,1,2021-08-15,Newport News
-11.0,0.0,-35.0,-35.0,7.0,1,2021-08-16,Newport News
-6.0,0.0,-34.0,-35.0,6.0,1,2021-08-17,Newport News
-9.0,-1.0,-37.0,-34.0,6.0,1,2021-08-18,Newport News
-9.0,-3.0,-36.0,-35.0,6.0,1,2021-08-19,Newport News
-13.0,-4.0,-37.0,-35.0,8.0,1,2021-08-20,Newport News
-13.0,-4.0,-40.0,-15.0,2.0,1,2021-08-21,Newport News
-10.0,-7.0,-37.0,-13.0,2.0,1,2021-08-22,Newport News
-10.0,2.0,-26.0,-33.0,6.0,1,2021-08-23,Newport News
-8.0,-1.0,-35.0,-34.0,6.0,1,2021-08-24,Newport News
-9.0,3.0,-33.0,-34.0,6.0,1,2021-08-25,Newport News
-9.0,-2.0,-35.0,-35.0,6.0,1,2021-08-26,Newport News
-13.0,-1.0,-36.0,-32.0,6.0,1,2021-08-27,Newport News
-15.0,-2.0,-39.0,-15.0,1.0,1,2021-08-28,Newport News
-8.0,-3.0,-33.0,-10.0,1.0,1,2021-08-29,Newport News
-13.0,-1.0,-30.0,-33.0,6.0,1,2021-08-30,Newport News
-8.0,2.0,-33.0,-33.0,6.0,1,2021-08-31,Newport News
-10.0,2.0,-31.0,-34.0,6.0,1,2021-09-01,Newport News
-6.0,0.0,-28.0,-35.0,5.0,1,2021-09-02,Newport News
-8.0,5.0,-32.0,-35.0,6.0,1,2021-09-03,Newport News
-11.0,-2.0,-42.0,-16.0,0.0,1,2021-09-04,Newport News
-4.0,-1.0,-41.0,-12.0,0.0,1,2021-09-05,Newport News
-11.0,-5.0,-54.0,-70.0,17.0,1,2021-09-06,Newport News
-7.0,4.0,-27.0,-35.0,6.0,1,2021-09-07,Newport News
-15.0,-4.0,-28.0,-34.0,6.0,1,2021-09-08,Newport News
-16.0,-6.0,-35.0,-34.0,7.0,1,2021-09-09,Newport News
-14.0,6.0,-31.0,-28.0,4.0,1,2021-09-10,Newport News
-14.0,3.0,-30.0,-11.0,1.0,1,2021-09-11,Newport News
-12.0,3.0,-36.0,-12.0,2.0,1,2021-09-12,Newport News
-14.0,4.0,-24.0,-31.0,4.0,1,2021-09-13,Newport News
-10.0,4.0,-31.0,-32.0,5.0,1,2021-09-14,Newport News
-10.0,4.0,-31.0,-33.0,4.0,1,2021-09-15,Newport News
-10.0,4.0,-28.0,-34.0,5.0,1,2021-09-16,Newport News
-13.0,3.0,-32.0,-30.0,5.0,1,2021-09-17,Newport News
-12.0,4.0,-34.0,-14.0,0.0,1,2021-09-18,Newport News
-9.0,5.0,-36.0,-15.0,1.0,1,2021-09-19,Newport News
-12.0,6.0,-22.0,-30.0,4.0,1,2021-09-20,Newport News
-11.0,4.0,-26.0,-31.0,5.0,1,2021-09-21,Newport News
-13.0,3.0,-32.0,-28.0,6.0,1,2021-09-22,Newport News
-17.0,-7.0,-35.0,-31.0,8.0,1,2021-09-23,Newport News
-13.0,3.0,-25.0,-26.0,4.0,1,2021-09-24,Newport News
-16.0,1.0,-37.0,-13.0,0.0,1,2021-09-25,Newport News
-11.0,1.0,-35.0,-11.0,1.0,1,2021-09-26,Newport News
-13.0,4.0,-25.0,-26.0,5.0,1,2021-09-27,Newport News
-12.0,3.0,-27.0,-27.0,5.0,1,2021-09-28,Newport News
-10.0,4.0,-29.0,-27.0,5.0,1,2021-09-29,Newport News
-9.0,2.0,-30.0,-28.0,5.0,1,2021-09-30,Newport News
-6.0,14.0,-26.0,-25.0,4.0,1,2021-10-01,Newport News
-12.0,5.0,-40.0,-13.0,0.0,1,2021-10-02,Newport News
-8.0,4.0,-38.0,-12.0,1.0,1,2021-10-03,Newport News
-11.0,10.0,-29.0,-26.0,5.0,1,2021-10-04,Newport News
-11.0,6.0,-33.0,-26.0,5.0,1,2021-10-05,Newport News
-13.0,3.0,-33.0,-27.0,5.0,1,2021-10-06,Newport News
-12.0,1.0,-31.0,-28.0,5.0,1,2021-10-07,Newport News
-12.0,4.0,-25.0,-26.0,5.0,1,2021-10-08,Newport News
-16.0,-2.0,-46.0,-17.0,3.0,1,2021-10-09,Newport News
-11.0,-2.0,-43.0,-14.0,3.0,1,2021-10-10,Newport News
-13.0,3.0,-31.0,-35.0,8.0,1,2021-10-11,Newport News
-12.0,0.0,-30.0,-26.0,6.0,1,2021-10-12,Newport News
-14.0,-1.0,-32.0,-26.0,5.0,1,2021-10-13,Newport News
-11.0,-2.0,-32.0,-26.0,5.0,1,2021-10-14,Newport News
-10.0,4.0,-31.0,-23.0,3.0,1,2021-10-15,Newport News
-13.0,3.0,-41.0,-11.0,1.0,1,2021-10-16,Newport News
-6.0,2.0,-39.0,-10.0,1.0,1,2021-10-17,Newport News
-11.0,6.0,-28.0,-25.0,5.0,1,2021-10-18,Newport News
-9.0,2.0,-32.0,-25.0,5.0,1,2021-10-19,Newport News
-11.0,3.0,-30.0,-26.0,5.0,1,2021-10-20,Newport News
-11.0,1.0,-31.0,-27.0,5.0,1,2021-10-21,Newport News
-13.0,1.0,-31.0,-23.0,5.0,1,2021-10-22,Newport News
-11.0,5.0,-37.0,-11.0,0.0,1,2021-10-23,Newport News
-10.0,-1.0,-37.0,-11.0,1.0,1,2021-10-24,Newport News
-14.0,4.0,-29.0,-24.0,5.0,1,2021-10-25,Newport News
-10.0,2.0,-34.0,-24.0,5.0,1,2021-10-26,Newport News
-10.0,4.0,-34.0,-24.0,4.0,1,2021-10-27,Newport News
-9.0,1.0,-34.0,-25.0,5.0,1,2021-10-28,Newport News
-11.0,2.0,-40.0,-23.0,6.0,1,2021-10-29,Newport News
-5.0,8.0,-34.0,-10.0,-1.0,1,2021-10-30,Newport News
-9.0,4.0,-31.0,-9.0,0.0,1,2021-10-31,Newport News
-10.0,10.0,-31.0,-23.0,4.0,1,2021-11-01,Newport News
-5.0,4.0,-44.0,-33.0,7.0,1,2021-11-02,Newport News
-12.0,6.0,-42.0,-24.0,5.0,1,2021-11-03,Newport News
-12.0,2.0,-42.0,-25.0,5.0,1,2021-11-04,Newport News
-12.0,6.0,-39.0,-20.0,4.0,1,2021-11-05,Newport News
-15.0,-1.0,-50.0,-11.0,2.0,1,2021-11-06,Newport News
-9.0,3.0,-48.0,-13.0,2.0,1,2021-11-07,Newport News
-13.0,7.0,-33.0,-21.0,4.0,1,2021-11-08,Newport News
-11.0,5.0,-39.0,-21.0,5.0,1,2021-11-09,Newport News
-10.0,6.0,-40.0,-23.0,4.0,1,2021-11-10,Newport News
1.0,2.0,-40.0,-36.0,7.0,1,2021-11-11,Newport News
-13.0,4.0,-43.0,-26.0,7.0,1,2021-11-12,Newport News
-10.0,4.0,-44.0,-9.0,1.0,1,2021-11-13,Newport News
-9.0,0.0,-45.0,-11.0,2.0,1,2021-11-14,Newport News
-11.0,7.0,-33.0,-22.0,5.0,1,2021-11-15,Newport News
-9.0,7.0,-39.0,-22.0,5.0,1,2021-11-16,Newport News
-11.0,8.0,-40.0,-23.0,4.0,1,2021-11-17,Newport News
-10.0,3.0,-36.0,-24.0,4.0,1,2021-11-18,Newport News
-13.0,6.0,-39.0,-20.0,5.0,1,2021-11-19,Newport News
-13.0,6.0,-43.0,-9.0,1.0,1,2021-11-20,Newport News
-9.0,5.0,-44.0,-7.0,1.0,1,2021-11-21,Newport News
-10.0,8.0,-46.0,-32.0,8.0,1,2021-11-22,Newport News
1.0,21.0,-42.0,-33.0,6.0,1,2021-11-23,Newport News
5.0,35.0,-41.0,-42.0,6.0,1,2021-11-24,Newport News
-71.0,-32.0,-64.0,-85.0,20.0,1,2021-11-25,Newport News
-19.0,-10.0,-60.0,-61.0,17.0,1,2021-11-26,Newport News
-22.0,-10.0,-45.0,-18.0,4.0,1,2021-11-27,Newport News
-16.0,-7.0,-40.0,-11.0,2.0,1,2021-11-28,Newport News
-13.0,3.0,-37.0,-23.0,5.0,1,2021-11-29,Newport News
-9.0,6.0,-41.0,-23.0,5.0,1,2021-11-30,Newport News
-10.0,10.0,-42.0,-23.0,4.0,1,2021-12-01,Newport News
-11.0,4.0,-41.0,-24.0,5.0,1,2021-12-02,Newport News
-12.0,4.0,-39.0,-20.0,5.0,1,2021-12-03,Newport News
-9.0,3.0,-49.0,-6.0,2.0,1,2021-12-04,Newport News
-9.0,2.0,-42.0,-7.0,3.0,1,2021-12-05,Newport News
-12.0,6.0,-37.0,-22.0,4.0,1,2021-12-06,Newport News
-11.0,6.0,-43.0,-21.0,5.0,1,2021-12-07,Newport News
-14.0,1.0,-45.0,-23.0,7.0,1,2021-12-08,Newport News
-9.0,2.0,-45.0,-23.0,5.0,1,2021-12-09,Newport News
-12.0,1.0,-40.0,-18.0,5.0,1,2021-12-10,Newport News
-10.0,1.0,-46.0,-5.0,1.0,1,2021-12-11,Newport News
-9.0,-3.0,-47.0,-8.0,2.0,1,2021-12-12,Newport News
-10.0,5.0,-38.0,-20.0,4.0,1,2021-12-13,Newport News
-5.0,8.0,-42.0,-21.0,4.0,1,2021-12-14,Newport News
-3.0,11.0,-40.0,-24.0,5.0,1,2021-12-15,Newport News
-1.0,6.0,-41.0,-23.0,4.0,1,2021-12-16,Newport News
-6.0,7.0,-37.0,-20.0,3.0,1,2021-12-17,Newport News
-7.0,4.0,-41.0,-8.0,0.0,1,2021-12-18,Newport News
-10.0,-5.0,-50.0,-9.0,3.0,1,2021-12-19,Newport News
4.0,14.0,-42.0,-34.0,6.0,1,2021-12-20,Newport News
5.0,14.0,-48.0,-35.0,7.0,1,2021-12-21,Newport News
9.0,18.0,-42.0,-38.0,7.0,1,2021-12-22,Newport News
14.0,24.0,-52.0,-49.0,9.0,1,2021-12-23,Newport News
-18.0,18.0,-62.0,-67.0,17.0,1,2021-12-24,Newport News
-85.0,-50.0,-57.0,-68.0,9.0,1,2021-12-25,Newport News
-19.0,-14.0,-44.0,-21.0,3.0,1,2021-12-26,Newport News
-9.0,0.0,-51.0,-49.0,12.0,1,2021-12-27,Newport News
-8.0,0.0,-54.0,-45.0,12.0,1,2021-12-28,Newport News
-9.0,5.0,-53.0,-47.0,12.0,1,2021-12-29,Newport News
-6.0,3.0,-59.0,-51.0,14.0,1,2021-12-30,Newport News
-20.0,5.0,-62.0,-63.0,19.0,1,2021-12-31,Newport News
-45.0,-30.0,-57.0,-41.0,10.0,1,2022-01-01,Newport News
-23.0,-9.0,-53.0,-20.0,6.0,1,2022-01-02,Newport News
-39.0,-14.0,-57.0,-41.0,17.0,1,2022-01-03,Newport News
-22.0,-1.0,-51.0,-39.0,14.0,1,2022-01-04,Newport News
-22.0,1.0,-46.0,-31.0,11.0,1,2022-01-05,Newport News
-20.0,-2.0,-44.0,-31.0,10.0,1,2022-01-06,Newport News
-24.0,-5.0,-49.0,-27.0,11.0,1,2022-01-07,Newport News
-25.0,-6.0,-56.0,-15.0,7.0,1,2022-01-08,Newport News
-24.0,-9.0,-57.0,-15.0,6.0,1,2022-01-09,Newport News
-22.0,-3.0,-46.0,-28.0,9.0,1,2022-01-10,Newport News
-23.0,-5.0,-47.0,-29.0,10.0,1,2022-01-11,Newport News
-24.0,-5.0,-45.0,-29.0,10.0,1,2022-01-12,Newport News
-21.0,-6.0,-46.0,-31.0,9.0,1,2022-01-13,Newport News
-23.0,-3.0,-48.0,-33.0,11.0,1,2022-01-14,Newport News
-24.0,-3.0,-54.0,-15.0,6.0,1,2022-01-15,Newport News
-38.0,-22.0,-73.0,-21.0,9.0,1,2022-01-16,Newport News
-22.0,-7.0,-64.0,-56.0,18.0,1,2022-01-17,Newport News
-21.0,-1.0,-42.0,-28.0,8.0,1,2022-01-18,Newport News
-16.0,10.0,-42.0,-28.0,8.0,1,2022-01-19,Newport News
